,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
329,330,Zebra looking at a pen,"zebra, pen",False,Directed actions,looking at,,"1904,2000"
330,331,Ferret looking at a hat,"ferret, hat",False,Directed actions,looking at,,"2011,2003"
331,332,Wolf looking at a hat,"wolf, hat",False,Directed actions,looking at,,"2024,2003"
332,333,Weasel looking at a chair,"weasel, chair",False,Directed actions,looking at,,"2022,1894"
333,334,Skunk poking a spoon,"skunk, spoon",False,Directed actions,poking,,"2001,1861"
334,335,Cow looking at a bag,"cow, bag",False,Directed actions,looking at,,"1889,1996"
335,336,Otter hitting a pen,"otter, pen",False,Directed actions,hitting,,"2025,2000"
336,337,Raccoon kicking a guitar,"raccoon, guitar",False,Directed actions,kicking,,"2026,2008"
337,338,Condor biting a book,"condor, book",False,Directed actions,biting,,"2027,1924"
338,339,Eagle hitting a flower,"eagle, flower",False,Directed actions,hitting,,"2028,1986"
339,340,Goat sitting on a book,"goat, book",False,Directed actions,sitting on,,"1995,1924"
340,341,Ferret poking a doll,"ferret, doll",False,Directed actions,poking,,"2011,2016"
341,342,Zebra biting a water bottle,"zebra, water bottle",False,Directed actions,biting,,"1904,1998"
342,343,Crow looking at a doll,"crow, doll",False,Directed actions,looking at,,"2029,2016"
343,344,Skunk hitting a bag,"skunk, bag",False,Directed actions,hitting,,"2001,1996"
344,345,Squirrel biting a pen,"squirrel, pen",False,Directed actions,biting,,"2030,2000"
345,346,Goose looking at a doll,"goose, doll",False,Directed actions,looking at,,"2031,2016"
346,347,Raccoon sitting on a chair,"raccoon, chair",False,Directed actions,sitting on,,"2026,1894"
347,348,Hedgehog kicking a flower,"hedgehog, flower",False,Directed actions,kicking,,"2032,1986"
348,349,Deer looking at a doll,"deer, doll",False,Directed actions,looking at,,"2013,2016"
349,350,Pigeon hitting a guitar,"pigeon, guitar",False,Directed actions,hitting,,"2033,2008"
350,351,Goat poking a bag,"goat, bag",False,Directed actions,poking,,"1995,1996"
351,352,Swan sitting on a guitar,"swan, guitar",False,Directed actions,sitting on,,"1866,2008"
352,353,Wombat looking at a hat,"wombat, hat",False,Directed actions,looking at,,"2006,2003"
353,354,Wolf kicking a hat,"wolf, hat",False,Directed actions,kicking,,"2024,2003"
354,355,Albatross looking at a spoon,"albatross, spoon",False,Directed actions,looking at,,"1997,1861"
355,356,Kangaroo looking at a doll,"kangaroo, doll",False,Directed actions,looking at,,"2034,2016"
356,357,Parrot biting a bag,"parrot, bag",False,Directed actions,biting,,"2012,1996"
357,358,Wombat looking at a bag,"wombat, bag",False,Directed actions,looking at,,"2006,1996"
358,359,Owl biting a book,"owl, book",False,Directed actions,biting,,"1844,1924"
359,360,Parrot looking at a hat,"parrot, hat",False,Directed actions,looking at,,"2012,2003"
360,361,Skunk sitting on a book,"skunk, book",False,Directed actions,sitting on,,"2001,1924"
361,362,Peacock hitting a flower,"peacock, flower",False,Directed actions,hitting,,"2035,1986"
362,363,Vulture looking at a bag,"vulture, bag",False,Directed actions,looking at,,"2015,1996"
363,364,Albatross kicking a bag,"albatross, bag",False,Directed actions,kicking,,"1997,1996"
364,365,Vulture biting a ball of yarn,"vulture, ball of yarn",False,Directed actions,biting,,"2015,2018"
365,366,Pigeon hitting a spoon,"pigeon, spoon",False,Directed actions,hitting,,"2033,1861"
366,367,Turkey hitting a water bottle,"turkey, water bottle",False,Directed actions,hitting,,"2036,1998"
367,368,Weasel looking at a chair,"weasel, chair",False,Directed actions,looking at,,"2022,1894"
368,369,Owl kicking a spoon,"owl, spoon",False,Directed actions,kicking,,"1844,1861"
369,370,Fox poking a spoon,"fox, spoon",False,Directed actions,poking,,"2037,1861"
370,371,Chicken sitting on a bag,"chicken, bag",False,Directed actions,sitting on,,"2038,1996"
371,372,Pigeon sitting on a hat,"pigeon, hat",False,Directed actions,sitting on,,"2033,2003"
372,373,Cow touching a car,"cow, car",False,Directed actions,touching,,"1889,1826"
373,374,Wallaby looking at a pen,"wallaby, pen",False,Directed actions,looking at,,"2002,2000"
374,375,Deer kicking a flower,"deer, flower",False,Directed actions,kicking,,"2013,1986"
375,376,Otter biting a bag,"otter, bag",False,Directed actions,biting,,"2025,1996"
376,377,Chipmunk touching a doll,"chipmunk, doll",False,Directed actions,touching,,"2009,2016"
377,378,Eagle hitting a bag,"eagle, bag",False,Directed actions,hitting,,"2028,1996"
378,379,Cockatoo biting a pen,"cockatoo, pen",False,Directed actions,biting,,"2039,2000"
379,380,Owl biting a hat,"owl, hat",False,Directed actions,biting,,"1844,2003"
380,381,Chicken kicking a spoon,"chicken, spoon",False,Directed actions,kicking,,"2038,1861"
381,382,Hare biting a hat,"hare, hat",False,Directed actions,biting,,"2040,2003"
382,383,Owl poking a hat,"owl, hat",False,Directed actions,poking,,"1844,2003"
383,384,Wombat hitting a chair,"wombat, chair",False,Directed actions,hitting,,"2006,1894"
384,385,Kangaroo looking at a water bottle,"kangaroo, water bottle",False,Directed actions,looking at,,"2034,1998"
385,386,Weasel kicking a guitar,"weasel, guitar",False,Directed actions,kicking,,"2022,2008"
386,387,Chipmunk poking a book,"chipmunk, book",False,Directed actions,poking,,"2009,1924"
387,388,Hawk touching a flower,"hawk, flower",False,Directed actions,touching,,"2041,1986"
388,389,Squirrel poking a guitar,"squirrel, guitar",False,Directed actions,poking,,"2030,2008"
389,390,Condor touching a water bottle,"condor, water bottle",False,Directed actions,touching,,"2027,1998"
390,391,Beaver kicking a doll,"beaver, doll",False,Directed actions,kicking,,"1999,2016"
391,392,Giraffe sitting on a book,"giraffe, book",False,Directed actions,sitting on,,"1865,1924"
392,393,Mink kicking a hat,"mink, hat",False,Directed actions,kicking,,"2042,2003"
393,394,Flamingo hitting a hat,"flamingo, hat",False,Directed actions,hitting,,"2043,2003"
394,395,Falcon biting a doll,"falcon, doll",False,Directed actions,biting,,"2021,2016"
395,396,Seagull hitting a pen,"seagull, pen",False,Directed actions,hitting,,"2005,2000"
396,397,Sea Lion looking at a chair,"sea lion, chair",False,Directed actions,looking at,,"2020,1894"
397,398,Hedgehog touching a book,"hedgehog, book",False,Directed actions,touching,,"2032,1924"
398,399,Duck hitting a bag,"duck, bag",False,Directed actions,hitting,,"2044,1996"
399,400,Deer sitting on a pen,"deer, pen",False,Directed actions,sitting on,,"2013,2000"
400,401,a teddy bear on top of a zebra,"teddy bear, zebra",False,Spatial relationships,on top of,,"1900,1904"
401,402,a spoon on top of a clock,"spoon, clock",False,Spatial relationships,on top of,,"1861,1875"
402,403,a bench on top of a tennis racket,"bench, tennis racket",False,Spatial relationships,on top of,,"1893,1940"
403,404,a truck on top of a wine glass,"truck, wine glass",False,Spatial relationships,on top of,,"1918,1932"
404,405,an orange on top of a cow,"orange, cow",False,Spatial relationships,on top of,,"2045,1889"
405,406,an apple on top of a toothbrush,"apple, toothbrush",False,Spatial relationships,on top of,,"1825,1813"
406,407,a dining table on top of a toothbrush,"dining table, toothbrush",False,Spatial relationships,on top of,,"1920,1813"
407,408,a skateboard on top of a keyboard,"skateboard, keyboard",False,Spatial relationships,on top of,,"1899,1895"
408,409,an orange on top of an umbrella,"orange, umbrella",False,Spatial relationships,on top of,,"2045,1907"
409,410,a snowboard on top of a spoon,"snowboard, spoon",False,Spatial relationships,on top of,,"1915,1861"
410,411,a pizza on top of a person,"pizza, person",False,Spatial relationships,on top of,,"1930,2046"
411,412,an umbrella on top of a toaster,"umbrella, toaster",False,Spatial relationships,on top of,,"1907,1936"
412,413,a spoon on top of a dining table,"spoon, dining table",False,Spatial relationships,on top of,,"1861,1920"
413,414,a carrot on top of a boat,"carrot, boat",False,Spatial relationships,on top of,,"1906,1814"
414,415,a stop sign on top of a toilet,"stop sign, toilet",False,Spatial relationships,on top of,,"1908,1921"
415,416,a couch on top of a bus,"couch, bus",False,Spatial relationships,on top of,,"1913,1883"
416,417,a vase on top of a dog,"vase, dog",False,Spatial relationships,on top of,,"1943,1846"
417,418,a mouse on top of a toothbrush,"mouse, toothbrush",False,Spatial relationships,on top of,,"1858,1813"
418,419,a toothbrush on top of a zebra,"toothbrush, zebra",False,Spatial relationships,on top of,,"1813,1904"
419,420,an airplane on top of a frisbee,"airplane, frisbee",False,Spatial relationships,on top of,,"1897,1926"
420,421,a remote under a bowl,"remote, bowl",False,Spatial relationships,under,,"1914,1903"
421,422,a cup under a wine glass,"cup, wine glass",False,Spatial relationships,under,,"1885,1932"
422,423,a knife under a toothbrush,"knife, toothbrush",False,Spatial relationships,under,,"1836,1813"
423,424,a frisbee under a laptop,"frisbee, laptop",False,Spatial relationships,under,,"1926,1935"
424,425,a car under a chair,"car, chair",False,Spatial relationships,under,,"1826,1894"
425,426,a suitcase under a giraffe,"suitcase, giraffe",False,Spatial relationships,under,,"1925,1865"
426,427,a person under a toaster,"person, toaster",False,Spatial relationships,under,,"2046,1936"
427,428,a bear under a remote,"bear, remote",False,Spatial relationships,under,,"1891,1914"
428,429,a backpack under an umbrella,"backpack, umbrella",False,Spatial relationships,under,,"1942,1907"
429,430,a bottle under an orange,"bottle, orange",False,Spatial relationships,under,,"1934,2045"
430,431,a refrigerator under a banana,"refrigerator, banana",False,Spatial relationships,under,,"1901,1863"
431,432,a handbag under a keyboard,"handbag, keyboard",False,Spatial relationships,under,,"1917,1895"
432,433,a pizza under a laptop,"pizza, laptop",False,Spatial relationships,under,,"1930,1935"
433,434,a sheep under a carrot,"sheep, carrot",False,Spatial relationships,under,,"1824,1906"
434,435,a bicycle under a bottle,"bicycle, bottle",False,Spatial relationships,under,,"1880,1934"
435,436,a keyboard under a sports ball,"keyboard, sports ball",False,Spatial relationships,under,,"1895,1922"
436,437,a person under a backpack,"person, backpack",False,Spatial relationships,under,,"2046,1942"
437,438,a sheep under an elephant,"sheep, elephant",False,Spatial relationships,under,,"1824,1838"
438,439,a backpack behind a refrigerator,"backpack, refrigerator",False,Spatial relationships,behind,,"1942,1901"
439,440,a dining table behind a carrot,"dining table, carrot",False,Spatial relationships,behind,,"1920,1906"
440,441,a refrigerator behind an airplane,"refrigerator, airplane",False,Spatial relationships,behind,,"1901,1897"
441,442,a bird behind a teddy bear,"bird, teddy bear",False,Spatial relationships,behind,,"1837,1900"
442,443,a keyboard behind a train,"keyboard, train",False,Spatial relationships,behind,,"1895,1912"
443,444,a broccoli behind a couch,"broccoli, couch",False,Spatial relationships,behind,,"1929,1913"
444,445,a sheep behind a tv,"sheep, tv",False,Spatial relationships,behind,,"1824,2047"
445,446,a horse behind a stop sign,"horse, stop sign",False,Spatial relationships,behind,,"2048,1908"
446,447,a skateboard behind a truck,"skateboard, truck",False,Spatial relationships,behind,,"1899,1918"
447,448,a baseball glove behind a bus,"baseball glove, bus",False,Spatial relationships,behind,,"1902,1883"
448,449,a cake behind an umbrella,"cake, umbrella",False,Spatial relationships,behind,,"1892,1907"
449,450,a refrigerator behind a motorcycle,"refrigerator, motorcycle",False,Spatial relationships,behind,,"1901,1911"
450,451,a banana behind a tv,"banana, tv",False,Spatial relationships,behind,,"1863,2047"
451,452,a kite behind a mouse,"kite, mouse",False,Spatial relationships,behind,,"1896,1858"
452,453,a bear behind a stop sign,"bear, stop sign",False,Spatial relationships,behind,,"1891,1908"
453,454,an umbrella behind a tie,"umbrella, tie",False,Spatial relationships,behind,,"1907,1933"
454,455,a truck behind a hair drier,"truck, hair drier",False,Spatial relationships,behind,,"1918,1890"
455,456,a car behind an elephant,"car, elephant",False,Spatial relationships,behind,,"1826,1838"
456,457,a person behind a remote,"person, remote",False,Spatial relationships,behind,,"2046,1914"
457,458,a tv in front of a keyboard,"tv, keyboard",False,Spatial relationships,in front of,,"2047,1895"
458,459,a bed in front of a suitcase,"bed, suitcase",False,Spatial relationships,in front of,,"1938,1925"
